Order ID,start_x,start_y,end_x,end_y,ori_order,ori_distance,nn_order,nn_distance,nn_effort,mst_Lower_bound,bab_order,bab_distance,bab_effort
373,0,0,0,0,"['227150', '1138', '660928', '9006', '189454', '355425', '814409']",78,"['1138', '227150', '660928', '814409', '9006', '189454', '355425']",64,992.8,46,"['227150', '9006', '660928', '814409', '1138', '189454', '355425']",90,1002.4
374,0,0,0,0,"['89769', '383599', '381992']",66,"['381992', '383599', '89769']",62,110.0,56,"['89769', '381992', '383599']",68,82.0
375,0,0,0,0,"['74957', '41725', '74957', '393138', '69731']",58,"['69731', '74957', '393138', '41725', '74957']",46,809.6,42,"['41725', '74957', '393138', '69731', '74957']",56,798.6
376,0,0,0,0,"['189778', '234904', '383933', '125890', '70298', '393974', '246455']",84,"['246455', '393974', '189778', '125890', '70298', '234904', '383933']",64,32.4,66,"['189778', '125890', '246455', '393974', '70298', '234904', '383933']",68,32.4
377,0,0,0,0,"['43261', '10780', '1076394', '4847', '922615']",92,"['922615', '4847', '43261', '1076394', '10780']",68,433.6,54,"['43261', '10780', '1076394', '922615', '4847']",72,236.8
378,0,0,0,0,"['922628', '922630', '392017', '391888']",62,"['391888', '392017', '922628', '922630']",58,272.0,50,"['391888', '392017', '922628', '922630']",64,272.0
379,0,0,0,0,"['396518', '922628', '922630', '392017', '391888']",62,"['396518', '922628', '922630', '392017', '391888']",58,672.0,48,"['922628', '922630', '396518', '391888', '392017']",66,592.0
380,0,0,0,0,"['19459', '42210', '251572', '58513', '245715']",44,"['245715', '19459', '42210', '251572', '58513']",40,40.0,42,"['19459', '42210', '251572', '58513', '245715']",42,44.0
381,0,0,0,0,"['709721', '708440', '489489', '708441', '708443', '708445', '145327', '732350', '2320629']",58,"['732350', '709721', '708440', '489489', '708441', '708443', '708445', '145327', '2320629']",54,155.2,56,"['709721', '708440', '489489', '708441', '708443', '708445', '145327', '732350', '2320629']",60,168.6
382,0,0,0,0,"['135021', '247027', '364172', '283879', '360655']",80,"['360655', '247027', '364172', '283879', '135021']",68,230.6,52,"['364172', '360655', '247027', '283879', '135021']",72,246.6
383,0,0,0,0,"['80410', '377215', '377215', '305132', '67703', '2586534']",100,"['67703', '305132', '377215', '80410', '377215', '2586534']",70,2436.8,34,"['377215', '80410', '305132', '377215', '67703', '2586534']",108,1819.2
384,0,0,0,0,"['41100', '204756', '342032', '74005']",46,"['342032', '41100', '204756', '74005']",38,0,38,"['41100', '204756', '74005', '342032']",42,0
385,0,0,0,0,"['245818', '130172', '123462', '195946', '284251', '16643', '103926', '119063', '396795', '82140', '390795', '230004', '214556', '33471', '262522']",150,"['33471', '214556', '245818', '130172', '123462', '195946', '284251', '16643', '103926', '119063', '230004', '390795', '262522', '396795', '82140']",86,307.4,70,"['245818', '130172', '123462', '82140', '262522', '396795', '16643', '195946', '119063', '390795', '230004', '214556', '33471', '284251', '103926']",132,782.0
386,0,0,0,0,"['84012', '17032', '68048', '914181', '1400583', '391857']",76,"['1400583', '17032', '68048', '84012', '914181', '391857']",48,66.8,32,"['17032', '84012', '914181', '68048', '1400583', '391857']",78,166.0
387,0,0,0,0,"['173065', '18034', '266052']",58,"['266052', '18034', '173065']",52,136.0,48,"['173065', '18034', '266052']",56,80.0
388,0,0,0,0,"['135021', '247027', '364172', '283879', '391857', '393069']",92,"['283879', '247027', '364172', '393069', '135021', '391857']",60,222.2,28,"['247027', '364172', '283879', '393069', '135021', '391857']",66,196.2
389,0,0,0,0,"['17768', '118849', '57709', '200361', '1265149']",56,"['57709', '17768', '118849', '200361', '1265149']",48,0,46,"['118849', '200361', '17768', '57709', '1265149']",52,0
390,0,0,0,0,"['350562', '181280', '287261', '111873', '180023', '32895', '245818', '195946', '16643', '289088', '123462', '131627', '286457', '18602', '278381', '401388', '1017138', '119063', '201055', '346695', '193618', '354111']",146,"['278381', '287261', '350562', '181280', '111873', '180023', '32895', '195946', '245818', '16643', '289088', '401388', '18602', '119063', '354111', '193618', '346695', '201055', '1017138', '123462', '131627', '286457']",90,331.8,78,"['1017138', '286457', '350562', '181280', '287261', '111873', '245818', '16643', '289088', '195946', '401388', '119063', '131627', '346695', '201055', '193618', '123462', '354111', '18602', '180023', '278381', '32895']",112,369.6
391,0,0,0,0,"['20617', '39244', '340269', '396496']",68,"['396496', '39244', '20617', '340269']",66,860.0,44,"['20617', '39244', '340269', '396496']",70,700.0
392,0,0,0,0,"['88783', '87406', '2050', '193624']",48,"['193624', '2050', '88783', '87406']",44,21.6,46,"['88783', '87406', '193624', '2050']",50,19.2
393,0,0,0,0,"['41725', '74957', '393138', '69731']",56,"['69731', '74957', '393138', '41725']",44,528.0,48,"['41725', '393138', '69731', '74957']",48,303.6
394,0,0,0,0,"['1017740', '251547', '378074', '391888', '392017', '392012', '378837', '87406', '1192637', '615232', '230126']",96,"['1017740', '378074', '251547', '1192637', '615232', '230126', '392012', '391888', '392017', '378837', '87406']",74,1853.6,54,"['251547', '391888', '1017740', '230126', '87406', '392012', '378074', '1192637', '615232', '392017', '378837']",148,2650.8
395,0,0,0,0,"['2044056', '392015', '392000', '392017', '391888', '1164787', '391857']",56,"['392000', '392015', '2044056', '392017', '391888', '1164787', '391857']",50,18.4,40,"['2044056', '392017', '392015', '392000', '391888', '1164787', '391857']",62,18.4
396,0,0,0,0,"['363041', '106685', '260033']",54,"['260033', '363041', '106685']",48,7.2,52,"['363041', '106685', '260033']",52,8.4
397,0,0,0,0,"['363041', '287467', '131296', '149408', '184241', '393232', '2104735']",62,"['149408', '287467', '363041', '131296', '184241', '393232', '2104735']",54,30.8,54,"['363041', '149408', '287467', '131296', '184241', '393232', '2104735']",60,31.4
398,0,0,0,0,"['2150801', '396795', '208299', '147629', '311368', '48409', '255229']",94,"['48409', '2150801', '396795', '208299', '147629', '311368', '255229']",74,410.0,64,"['208299', '2150801', '48409', '311368', '255229', '396795', '147629']",88,468.0
399,0,0,0,0,"['81941', '86694', '475158', '2029', '392718', '682370', '3547', '499900', '24187', '1017740']",114,"['1017740', '86694', '81941', '475158', '392718', '2029', '682370', '3547', '499900', '24187']",70,1797.0,96,"['81941', '86694', '1017740', '475158', '2029', '392718', '3547', '682370', '499900', '24187']",100,1878.6
400,0,0,0,0,"['2150316', '1102073', '391857', '393069']",76,"['393069', '2150316', '1102073', '391857']",46,22.8,30,"['2150316', '1102073', '393069', '391857']",50,10.2
401,0,0,0,0,"['2150801', '396795', '208299', '147629', '311368', '48409', '255229']",94,"['48409', '2150801', '396795', '208299', '147629', '311368', '255229']",74,410.0,64,"['208299', '2150801', '48409', '311368', '255229', '396795', '147629']",88,468.0
402,0,0,0,0,"['1101918', '281713', '154576', '61943', '276157', '397254', '161422']",94,"['397254', '281713', '161422', '61943', '154576', '276157', '1101918']",72,860.2,46,"['1101918', '281713', '61943', '161422', '276157', '154576', '397254']",70,1951.8
403,0,0,0,0,"['129464', '238651', '403508', '404415', '1958', '1258790', '736982']",108,"['238651', '129464', '736982', '404415', '403508', '1258790', '1958']",74,81.0,66,"['404415', '1958', '1258790', '403508', '736982', '129464', '238651']",86,124.2
404,0,0,0,0,"['959789', '208845', '277189', '399008', '311362', '175440', '731646', '635497', '626114', '376774', '51164', '289491', '737021', '2619932', '2619933', '259577', '1423360']",130,"['259577', '277189', '399008', '311362', '2619933', '208845', '626114', '731646', '635497', '376774', '175440', '959789', '289491', '737021', '2619932', '1423360', '51164']",90,4545.6,68,"['959789', '277189', '399008', '175440', '259577', '2619932', '731646', '51164', '289491', '1423360', '311362', '376774', '208845', '737021', '2619933', '635497', '626114']",126,4563.2
405,0,0,0,0,"['959789', '208845', '277189', '399008', '311362', '175440', '731646', '635497', '626114', '376774', '51164', '289491', '737021', '2619932', '2619933', '259577', '1423360']",130,"['259577', '277189', '399008', '311362', '2619933', '208845', '626114', '731646', '635497', '376774', '175440', '959789', '289491', '737021', '2619932', '1423360', '51164']",90,4545.6,68,"['959789', '277189', '399008', '175440', '259577', '2619932', '731646', '51164', '1423360', '289491', '311362', '376774', '208845', '737021', '2619933', '635497', '626114']",126,4549.2
406,0,0,0,0,"['2150781', '31378', '1019', '340953', '108335', '272175', '276157', '8140', '161422']",84,"['340953', '31378', '1019', '108335', '272175', '161422', '276157', '8140', '2150781']",68,478.8,54,"['1019', '108335', '272175', '31378', '340953', '276157', '161422', '8140', '2150781']",74,466.4
407,0,0,0,0,"['393085', '1145766', '1145765', '1145768']",64,"['1145766', '1145768', '393085', '1145765']",50,147.4,50,"['393085', '1145766', '1145768', '1145765']",58,141.4
408,0,0,0,0,"['763102', '615225', '467166', '359']",72,"['359', '615225', '763102', '467166']",56,297.6,54,"['763102', '615225', '359', '467166']",68,519.0
409,0,0,0,0,"['227756', '177765', '235013', '60867', '168942', '286003', '36346', '209417', '248259', '230013', '149408', '284251', '661410', '340329', '1055585', '265814', '923228']",100,"['265814', '1055585', '149408', '284251', '230013', '227756', '177765', '235013', '60867', '168942', '286003', '36346', '209417', '248259', '661410', '340329', '923228']",78,2161.2,64,"['177765', '235013', '60867', '168942', '227756', '286003', '36346', '340329', '209417', '149408', '1055585', '923228', '661410', '248259', '230013', '284251', '265814']",106,2855.4
410,0,0,0,0,"['123892', '84012', '146375', '13205']",42,"['13205', '146375', '123892', '84012']",38,56.0,38,"['123892', '84012', '13205', '146375']",44,50.8
411,0,0,0,0,"['102601', '5307', '245818', '392897', '1017138', '286457', '110313', '156385', '201055']",104,"['102601', '1017138', '286457', '110313', '156385', '392897', '245818', '5307', '201055']",76,184.8,66,"['286457', '201055', '5307', '245818', '392897', '1017138', '102601', '110313', '156385']",88,111.0
412,0,0,0,0,"['393035', '352109', '328564', '81941', '328886', '17057', '814409', '195820', '1190168', '179949']",104,"['1190168', '81941', '393035', '352109', '328886', '17057', '814409', '195820', '328564', '179949']",74,18.0,56,"['195820', '328564', '17057', '81941', '1190168', '179949', '393035', '352109', '328886', '814409']",98,13.2
413,0,0,0,0,"['307577', '306104', '814408', '814410', '176411']",56,"['176411', '814408', '814410', '307577', '306104']",52,44.4,50,"['814408', '814410', '307577', '306104', '176411']",58,32.2
414,0,0,0,0,"['137890', '225316', '1019', '340953']",62,"['340953', '1019', '225316', '137890']",54,81.0,48,"['1019', '340953', '225316', '137890']",58,81.0
415,0,0,0,0,"['365028', '387238', '366339']",52,"['366339', '365028', '387238']",48,12.2,50,"['365028', '387238', '366339']",50,13.0
416,0,0,0,0,"['6649', '75783', '41270', '374101']",48,"['41270', '6649', '75783', '374101']",44,16.0,44,"['6649', '75783', '41270', '374101']",50,16.0
417,0,0,0,0,"['208299', '147629', '311368', '48409', '255229', '396805', '396806', '104076', '286438']",84,"['48409', '147629', '208299', '311368', '255229', '396805', '396806', '104076', '286438']",76,496.0,68,"['208299', '311368', '48409', '147629', '396805', '396806', '104076', '286438', '255229']",84,414.0
418,0,0,0,0,"['382252', '383839', '383599', '381992', '286783']",62,"['383839', '383599', '382252', '381992', '286783']",52,110.0,50,"['382252', '383839', '383599', '381992', '286783']",64,119.6
419,0,0,0,0,"['363644', '365060', '262522', '109312', '183129', '944587']",156,"['944587', '262522', '363644', '365060', '109312', '183129']",108,598.0,54,"['944587', '262522', '109312', '363644', '365060', '183129']",140,878.0
420,0,0,0,0,"['278381', '372539', '346695', '374748']",52,"['374748', '346695', '372539', '278381']",48,90.0,40,"['278381', '372539', '346695', '374748']",54,54.0
421,0,0,0,0,"['245818', '200038', '1101320', '1321']",68,"['1321', '200038', '1101320', '245818']",58,91.2,48,"['245818', '1101320', '200038', '1321']",64,139.2
422,0,0,0,0,"['1369342', '363638', '444', '383933', '42416', '135469', '935865', '307577', '814409']",98,"['814409', '42416', '1369342', '935865', '135469', '307577', '383933', '363638', '444']",70,2557.2,62,"['1369342', '363638', '444', '935865', '307577', '814409', '135469', '42416', '383933']",86,1800.8
423,0,0,0,0,"['485216', '365633', '365060', '263100']",66,"['263100', '485216', '365633', '365060']",62,272.0,60,"['485216', '365633', '365060', '263100']",68,262.0
424,0,0,0,0,"['88783', '87406', '2050', '193624']",48,"['193624', '2050', '88783', '87406']",44,21.6,46,"['88783', '87406', '193624', '2050']",50,19.2
425,0,0,0,0,"['272175', '67703', '359287', '103318']",96,"['103318', '272175', '67703', '359287']",62,34.8,50,"['272175', '67703', '103318', '359287']",66,34.8
426,0,0,0,0,"['734823', '70012', '249966', '10780', '43261']",94,"['43261', '10780', '734823', '70012', '249966']",72,82.0,60,"['734823', '10780', '43261', '249966', '70012']",76,70.0
427,0,0,0,0,"['121670', '283992', '37249', '391888', '1046234', '207762', '286696', '364897']",78,"['286696', '207762', '121670', '283992', '37249', '391888', '1046234', '364897']",64,394.0,54,"['121670', '283992', '37249', '391888', '286696', '1046234', '364897', '207762']",80,324.0
428,0,0,0,0,"['408223', '1321', '1117760', '272457', '193618', '371449']",94,"['1321', '371449', '1117760', '193618', '272457', '408223']",68,2032.0,48,"['1117760', '272457', '193618', '371449', '1321', '408223']",84,1866.0
429,0,0,0,0,"['2277789', '392897', '780493', '1016717']",56,"['392897', '2277789', '780493', '1016717']",52,24.0,48,"['780493', '1016717', '2277789', '392897']",64,36.0
430,0,0,0,0,"['261992', '246169', '205877']",70,"['205877', '246169', '261992']",66,0,56,"['261992', '205877', '246169']",72,0
431,0,0,0,0,['1165886'],48,['1165886'],46,0,48,['1165886'],46,0
432,0,0,0,0,"['180023', '32895', '32873', '54255', '98025', '300482', '131627', '4847', '383371', '259024', '211070']",82,"['131627', '383371', '180023', '32895', '98025', '300482', '4847', '259024', '211070', '32873', '54255']",74,326.0,54,"['32895', '98025', '259024', '211070', '300482', '131627', '383371', '180023', '4847', '32873', '54255']",76,280.4
433,0,0,0,0,"['1145777', '224539', '226491', '909099', '1434757', '1434763', '195617', '909216', '717669', '1017068']",102,"['1017068', '224539', '1145777', '717669', '226491', '909099', '195617', '909216', '1434763', '1434757']",72,714.6,60,"['1434763', '226491', '909099', '1434757', '195617', '909216', '1017068', '717669', '1145777', '224539']",94,762.8
434,0,0,0,0,"['17032', '68048', '1114407']",52,"['1114407', '17032', '68048']",48,70.0,50,"['17032', '68048', '1114407']",50,82.0
435,0,0,0,0,"['103926', '106685', '260033', '44777']",52,"['260033', '103926', '106685', '44777']",48,50.0,50,"['103926', '106685', '260033', '44777']",54,52.0
436,0,0,0,0,"['106685', '260033', '103926']",52,"['103926', '106685', '260033']",48,26.0,50,"['106685', '260033', '103926']",50,24.0
437,0,0,0,0,"['356984', '376926', '360031', '406194', '397519']",44,"['397519', '406194', '356984', '376926', '360031']",40,21.2,38,"['356984', '376926', '360031', '397519', '406194']",46,28.4
438,0,0,0,0,"['27626', '252694', '149408', '97707', '284251']",58,"['284251', '149408', '97707', '252694', '27626']",48,239.0,52,"['149408', '97707', '284251', '252694', '27626']",56,239.0
439,0,0,0,0,"['398896', '814409', '70298', '125890', '195820', '195946']",64,"['195946', '195820', '398896', '814409', '70298', '125890']",58,88.8,52,"['195820', '195946', '398896', '70298', '125890', '814409']",66,76.6
440,0,0,0,0,"['12589', '51710', '175273', '164119']",72,"['164119', '51710', '175273', '12589']",42,139.2,48,"['12589', '175273', '164119', '51710']",46,72.4
441,0,0,0,0,"['391079', '380057', '390485', '372898', '172783', '17057']",58,"['390485', '391079', '380057', '372898', '172783', '17057']",50,7.8,38,"['391079', '380057', '172783', '17057', '372898', '390485']",54,4.6
442,0,0,0,0,"['208299', '147629', '311368', '48409', '255229']",76,"['255229', '48409', '208299', '147629', '311368']",68,500.0,60,"['208299', '48409', '147629', '311368', '255229']",74,372.0
443,0,0,0,0,"['289088', '23965', '309096', '245818', '195946', '397184']",80,"['23965', '289088', '245818', '195946', '309096', '397184']",58,85.6,52,"['289088', '23965', '245818', '195946', '309096', '397184']",62,85.6
444,0,0,0,0,"['1019', '340953', '276174', '276157', '296188', '8140', '615232', '394262', '355027', '61065', '191091']",96,"['276174', '340953', '1019', '61065', '355027', '276157', '8140', '615232', '394262', '296188', '191091']",68,169.0,56,"['615232', '1019', '276174', '340953', '276157', '296188', '8140', '61065', '355027', '394262', '191091']",86,272.0
445,0,0,0,0,"['254402', '314958', '193832']",64,"['314958', '254402', '193832']",60,0,54,"['254402', '314958', '193832']",66,0
446,0,0,0,0,"['264891', '360342', '384759', '358857']",64,"['358857', '360342', '384759', '264891']",60,7.6,58,"['264891', '384759', '358857', '360342']",66,5.2
447,0,0,0,0,"['356984', '376926', '360031']",36,"['360031', '356984', '376926']",32,19.4,34,"['356984', '376926', '360031']",34,21.2
448,0,0,0,0,"['24294', '219265', '131627', '468981', '1192429']",70,"['219265', '24294', '131627', '468981', '1192429']",58,218.2,60,"['219265', '468981', '24294', '131627', '1192429']",70,238.8
449,0,0,0,0,"['386536', '358424', '394029']",70,"['394029', '358424', '386536']",64,9.2,50,"['386536', '394029', '358424']",66,12.4
450,0,0,0,0,"['384917', '37249', '226774', '154454', '57048', '29598', '43738', '1114039', '149408', '284251']",86,"['43738', '29598', '384917', '149408', '284251', '37249', '226774', '154454', '1114039', '57048']",62,777.8,60,"['384917', '37249', '226774', '154454', '57048', '1114039', '29598', '149408', '284251', '43738']",76,391.4
451,0,0,0,0,['120994'],48,['120994'],46,0,48,['120994'],46,0
452,0,0,0,0,"['2140791', '1672015', '1672017', '148678']",62,"['148678', '1672015', '1672017', '2140791']",58,76.0,56,"['2140791', '1672015', '1672017', '148678']",64,44.0
453,0,0,0,0,"['405757', '405762', '220966']",70,"['405762', '405757', '220966']",66,24.0,62,"['405757', '405762', '220966']",72,24.0
454,0,0,0,0,"['176411', '1058934', '499539', '356984', '376926', '360031']",56,"['360031', '356984', '376926', '176411', '1058934', '499539']",50,67.6,42,"['1058934', '499539', '176411', '376926', '360031', '356984']",58,35.2
455,0,0,0,0,"['138064', '305367', '382452']",54,"['382452', '305367', '138064']",50,1092.0,40,"['138064', '382452', '305367']",56,1092.0
456,0,0,0,0,"['468959', '713061', '467166', '615225']",68,"['615225', '467166', '468959', '713061']",54,114.6,50,"['467166', '468959', '615225', '713061']",56,118.8
457,0,0,0,0,"['1328777', '1101259', '374101', '84012']",44,"['1101259', '1328777', '374101', '84012']",38,90.8,36,"['1328777', '374101', '84012', '1101259']",40,63.2
458,0,0,0,0,"['398894', '814410', '206273', '272463', '131627']",64,"['131627', '814410', '398894', '206273', '272463']",58,176.6,50,"['398894', '814410', '206273', '131627', '272463']",62,212.6
459,0,0,0,0,"['6380', '408661', '408643', '657886', '198029', '132466']",66,"['657886', '408661', '408643', '6380', '198029', '132466']",60,131.0,42,"['6380', '408643', '657886', '198029', '132466', '408661']",66,96.0
460,0,0,0,0,"['397616', '18626', '273768', '189454', '907722', '1367741']",96,"['189454', '907722', '273768', '1367741', '397616', '18626']",62,1338.4,56,"['189454', '907722', '1367741', '18626', '397616', '273768']",72,1426.6
461,0,0,0,0,"['89769', '5307', '258569', '356984', '376926', '360031', '190744']",92,"['360031', '356984', '376926', '190744', '258569', '5307', '89769']",76,111.4,58,"['89769', '258569', '5307', '190744', '376926', '360031', '356984']",80,63.4
462,0,0,0,0,"['387707', '382765', '1086285', '323148']",80,"['1086285', '382765', '387707', '323148']",72,188.0,44,"['387707', '1086285', '323148', '382765']",80,196.0
463,0,0,0,0,"['814410', '179564', '155389', '349267', '239436', '398895']",54,"['398895', '814410', '179564', '155389', '349267', '239436']",50,202.8,52,"['814410', '179564', '155389', '349267', '239436', '398895']",52,230.0
464,0,0,0,0,"['176484', '392017', '391888', '37249', '91849', '375744', '365285', '278381', '499539']",94,"['176484', '91849', '375744', '365285', '499539', '278381', '392017', '37249', '391888']",58,294.2,54,"['176484', '391888', '375744', '499539', '365285', '91849', '278381', '37249', '392017']",82,274.8
465,0,0,0,0,"['397616', '18626', '273768', '189454', '907722', '1367741']",96,"['189454', '907722', '273768', '1367741', '397616', '18626']",62,1338.4,56,"['189454', '907722', '1367741', '18626', '397616', '273768']",72,1426.6
466,0,0,0,0,"['1369342', '363638', '444', '383933', '42416', '135469']",88,"['363638', '135469', '1369342', '42416', '383933', '444']",62,465.2,56,"['1369342', '363638', '444', '135469', '42416', '383933']",72,378.0
467,0,0,0,0,"['396273', '615225', '467166', '1431972']",64,"['1431972', '396273', '467166', '615225']",52,428.4,52,"['396273', '615225', '1431972', '467166']",56,323.2
468,0,0,0,0,"['276338', '42416', '306104', '195820']",66,"['195820', '276338', '306104', '42416']",52,68.0,54,"['195820', '276338', '306104', '42416']",60,68.0
469,0,0,0,0,"['661343', '661306', '424232', '372733', '661023']",54,"['661023', '372733', '424232', '661343', '661306']",48,78.0,30,"['661343', '372733', '661023', '424232', '661306']",52,93.0
470,0,0,0,0,"['396518', '2070287', '2070126', '2069997', '106791', '227151', '1340178', '383599']",78,"['2069997', '2070287', '2070126', '396518', '106791', '227151', '1340178', '383599']",52,1677.6,34,"['2070287', '227151', '383599', '1340178', '2070126', '106791', '396518', '2069997']",78,963.0
471,0,0,0,0,"['287261', '111873', '180023', '32895', '379718']",46,"['379718', '287261', '111873', '180023', '32895']",42,24.0,42,"['287261', '111873', '180023', '379718', '32895']",42,20.0
472,0,0,0,0,"['388082', '365853', '2018201', '487008', '879141']",84,"['879141', '388082', '487008', '2018201', '365853']",62,26.0,48,"['388082', '365853', '487008', '879141', '2018201']",68,18.4
473,0,0,0,0,"['355425', '916089', '371449', '392033']",60,"['355425', '916089', '371449', '392033']",56,714.0,50,"['355425', '916089', '371449', '392033']",62,714.0
474,0,0,0,0,"['1046198', '1046206', '1400575', '374101']",72,"['1400575', '1046198', '1046206', '374101']",54,16.0,44,"['1046198', '1400575', '1046206', '374101']",74,16.0
475,0,0,0,0,"['186171', '306104', '323532', '42416', '16643', '41100', '239436']",72,"['41100', '16643', '239436', '186171', '323532', '306104', '42416']",56,140.8,52,"['186171', '306104', '323532', '42416', '16643', '239436', '41100']",64,108.0
476,0,0,0,0,"['379111', '367186', '360740', '393962']",64,"['393962', '367186', '360740', '379111']",58,277.6,54,"['379111', '367186', '360740', '393962']",62,227.2
477,0,0,0,0,"['101276', '279107', '75893', '121213']",46,"['121213', '101276', '279107', '75893']",42,0,44,"['101276', '279107', '75893', '121213']",44,0
478,0,0,0,0,"['208299', '147629', '311368', '48409', '255229']",76,"['255229', '48409', '208299', '147629', '311368']",68,500.0,60,"['208299', '48409', '147629', '311368', '255229']",74,372.0
479,0,0,0,0,"['201055', '278381', '661741', '346695']",68,"['346695', '661741', '201055', '278381']",50,0,42,"['661741', '201055', '346695', '278381']",52,0
480,0,0,0,0,"['272457', '360542', '89769', '396342', '386894', '365028', '387238', '366339', '204141', '36784', '87798', '223681', '390795', '8659', '61215', '179949', '164099', '619913', '1016717']",174,"['360542', '390795', '223681', '87798', '36784', '396342', '204141', '619913', '179949', '164099', '272457', '386894', '387238', '365028', '1016717', '8659', '89769', '61215', '366339']",94,818.6,64,"['272457', '360542', '396342', '386894', '365028', '1016717', '179949', '619913', '164099', '36784', '87798', '204141', '223681', '61215', '8659', '387238', '366339', '89769', '390795']",174,531.4
481,0,0,0,0,"['106685', '260033', '103926']",52,"['103926', '106685', '260033']",48,26.0,50,"['106685', '260033', '103926']",50,24.0
482,0,0,0,0,"['377664', '149408', '135359', '356430']",60,"['356430', '149408', '135359', '377664']",48,3.0,40,"['356430', '149408', '135359', '377664']",52,3.0
483,0,0,0,0,"['201055', '157585', '945466', '262522', '2160362', '176484', '331435', '311368', '147629', '208299', '1117760', '3979', '145613', '251547']",132,"['311368', '208299', '147629', '201055', '157585', '331435', '176484', '945466', '262522', '2160362', '3979', '145613', '251547', '1117760']",88,1644.0,70,"['201055', '157585', '262522', '208299', '331435', '176484', '145613', '3979', '251547', '1117760', '147629', '311368', '945466', '2160362']",146,3132.0
484,0,0,0,0,"['19704', '374101', '1223848', '364846', '376454', '222340', '102601']",60,"['102601', '222340', '1223848', '19704', '374101', '364846', '376454']",46,115.0,44,"['19704', '1223848', '374101', '364846', '376454', '222340', '102601']",56,210.6
485,0,0,0,0,"['1265218', '1192528', '1101247', '342512']",60,"['1192528', '1265218', '342512', '1101247']",52,466.0,40,"['1265218', '1192528', '342512', '1101247']",56,470.0
486,0,0,0,0,"['334956', '1114834', '91849', '383599', '381992']",58,"['91849', '334956', '1114834', '383599', '381992']",52,609.8,50,"['334956', '1114834', '383599', '381992', '91849']",54,533.0
487,0,0,0,0,"['398522', '1251412', '1328777', '475067']",40,"['475067', '398522', '1251412', '1328777']",36,64.0,36,"['398522', '1251412', '475067', '1328777']",36,72.0
488,0,0,0,0,"['272463', '320605', '392054', '205427', '200038']",54,"['200038', '320605', '272463', '392054', '205427']",48,83.2,50,"['272463', '392054', '205427', '200038', '320605']",50,83.2
489,0,0,0,0,"['2166906', '360342', '358857', '390485', '372562', '371151']",80,"['358857', '2166906', '360342', '372562', '371151', '390485']",52,14.4,42,"['2166906', '360342', '358857', '372562', '371151', '390485']",60,13.6
490,0,0,0,0,"['943046', '383488', '943050', '942999', '367130', '379784', '942925', '942926', '943047', '363911']",68,"['367130', '383488', '943046', '943050', '942999', '379784', '942925', '942926', '943047', '363911']",58,247.0,40,"['943046', '383488', '943050', '942999', '367130', '942926', '379784', '942925', '943047', '363911']",66,270.2
491,0,0,0,0,"['250332', '131627', '405362', '405363', '2624437']",66,"['405363', '131627', '405362', '250332', '2624437']",60,83.2,34,"['131627', '405362', '405363', '250332', '2624437']",66,85.4
492,0,0,0,0,"['53648', '223784', '103926', '284251']",54,"['223784', '53648', '103926', '284251']",48,26.0,48,"['53648', '223784', '103926', '284251']",52,26.0
493,0,0,0,0,"['95075', '275641', '392012', '204589']",72,"['95075', '392012', '275641', '204589']",54,340.0,48,"['95075', '392012', '275641', '204589']",60,340.0
494,0,0,0,0,"['817509', '207753', '716439', '219808']",58,"['219808', '716439', '817509', '207753']",54,395.0,50,"['219808', '817509', '207753', '716439']",58,368.0
495,0,0,0,0,"['191091', '349267', '276174', '161422', '393069', '391857']",68,"['276174', '393069', '349267', '161422', '191091', '391857']",54,112.8,42,"['191091', '276174', '161422', '349267', '393069', '391857']",70,81.2
496,0,0,0,0,"['850066', '868314', '1330141', '1102097', '226491', '1434757']",60,"['1434757', '226491', '868314', '850066', '1330141', '1102097']",54,679.8,38,"['868314', '1330141', '226491', '1434757', '1102097', '850066']",54,434.8
497,0,0,0,0,"['390773', '367089', '371629', '387910']",46,"['387910', '390773', '367089', '371629']",42,8.4,44,"['390773', '367089', '371629', '387910']",44,9.2
498,0,0,0,0,"['177787', '357073', '17032', '68048', '176411']",72,"['176411', '17032', '68048', '177787', '357073']",50,448.4,58,"['177787', '17032', '68048', '176411', '357073']",58,419.6
499,0,0,0,0,"['365028', '387238', '366339']",52,"['366339', '365028', '387238']",48,12.2,50,"['365028', '387238', '366339']",50,13.0
500,0,0,0,0,"['393396', '1138', '262522', '157585', '945466', '138032', '337106', '18602', '396879']",124,"['396879', '18602', '1138', '393396', '262522', '157585', '945466', '337106', '138032']",78,756.0,52,"['1138', '393396', '262522', '157585', '945466', '138032', '18602', '396879', '337106']",98,422.0
501,0,0,0,0,"['177787', '362010', '336788', '1101433', '1101431']",70,"['1101431', '1101433', '362010', '336788', '177787']",64,200.0,50,"['177787', '1101431', '362010', '336788', '1101433']",78,144.0
502,0,0,0,0,"['2210075', '814408', '814409', '372539', '499539', '201055', '346695']",76,"['372539', '814408', '814409', '499539', '201055', '346695', '2210075']",58,46.2,50,"['2210075', '814408', '201055', '346695', '499539', '814409', '372539']",64,41.0
503,0,0,0,0,"['316166', '499900', '2029', '252112', '47155', '2159502']",68,"['2159502', '499900', '316166', '2029', '252112', '47155']",62,0,52,"['316166', '499900', '2029', '252112', '47155', '2159502']",66,0
